,Date,SPY,SPY_log_return,SPY_vol_5d,XLC,XLC_log_return,XLC_vol_5d,XLY,XLY_log_return,XLY_vol_5d,XLP,XLP_log_return,XLP_vol_5d,XLE,XLE_log_return,XLE_vol_5d,XLF,XLF_log_return,XLF_vol_5d,XLV,XLV_log_return,XLV_vol_5d,XLI,XLI_log_return,XLI_vol_5d,XLB,XLB_log_return,XLB_vol_5d,XLRE,XLRE_log_return,XLRE_vol_5d,XLK,XLK_log_return,XLK_vol_5d,XLU,XLU_log_return,XLU_vol_5d,VIX,VIX_log,Overnight Rate,1-Month Rate,3-Month Rate,CPI,PPI,Unemployment Rate,GDP,CPI_pct_change,PPI_pct_change,GDP_pct_change
6,2021-01-11,354.5427551269531,-0.006763299283871734,0.019446811356720793,63.310916900634766,-0.017940213919287247,0.023259330504410706,159.42086791992188,-0.01883844400870792,0.03598671188438148,58.63013458251953,-0.008556778012113528,0.010355546281360904,35.12282943725586,0.015570943303701823,0.0572609578814255,28.55101776123047,0.0032291470185092743,0.0458635848340062,109.3488998413086,0.004674269096512115,0.021201352985741682,83.26769256591797,-0.0003351993466644688,0.026206817066902238,69.6258544921875,0.0,0.04669415603410238,29.95612907409668,-0.016968622632898077,0.02090451912800258,124.90376281738281,-0.00829358002198123,0.03409100911613357,53.42353057861328,-0.009348611665856198,0.030576645648192916,24.079999923706055,11.054189600223237,0.09,0.08,0.1,262.639,204.8,6.4,22680.693,0.0,0.0,0.0
7,2021-01-12,354.6175842285156,0.00021103577763027182,0.01819645354805924,62.289005279541016,-0.01627284721059802,0.028156997988224304,161.85586547851562,0.0151585467090291,0.03833427327624325,58.435672760009766,-0.003322268146232524,0.010875422034150165,36.35008239746094,0.03434514039329716,0.05038944863133628,28.845548629760742,0.010263103607830608,0.046785721078125536,108.1621322631836,-0.01091236010670492,0.022721124205185805,84.09498596191406,0.009886315653100239,0.026243467684634966,70.50856018066406,0.012598152499202195,0.04296429487343666,29.981765747070312,0.0008554412734544898,0.020891402350105105,124.30661010742188,-0.004792367555507813,0.03381305085166548,53.13801956176758,-0.005358625126418834,0.031042218418530762,23.329999923706055,-3.1641534509136147,0.09,0.09,0.09,262.639,204.8,6.4,22680.693,0.0,0.0,0.0
8,2021-01-13,355.57257080078125,0.002689384360242212,0.01740161200792695,62.50868225097656,0.0035205331553006267,0.027966004579468608,161.84625244140625,-5.939434177305401e-05,0.03696360545580146,58.5240592956543,0.001511401418529743,0.010954325490299436,36.066226959228516,-0.007839584605841166,0.04119887915414393,28.827131271362305,-0.0006386857366808531,0.01793707233445471,108.45883178710938,0.0027393443729035525,0.01839249519627662,83.36996459960938,-0.008658837443526574,0.014448347894840409,69.7896499633789,-0.01024840600300264,0.018503960630218533,30.39188575744629,0.013586268469577492,0.024449564601830318,125.0964126586914,0.006333565509269462,0.02967866540802305,54.17621994018555,0.019349394354466778,0.02709954239604912,22.209999084472656,-4.919748607819792,0.09,0.09,0.1,262.639,204.8,6.4,22680.693,0.0,0.0,0.0
9,2021-01-14,354.32733154296875,-0.0035082144140509744,0.009879393852791062,62.15530014038086,-0.005669368976394252,0.025316081549618154,160.81637573242188,-0.006383634895486054,0.032279495393947345,58.214691162109375,-0.0053001913514235405,0.01179354455691917,37.13485336303711,0.029199086208581995,0.04834815035682327,28.95599365234375,0.004460215496435681,0.011682393577684799,108.11576843261719,-0.0031680874957788862,0.013466158724620111,83.65811157226562,0.003450285306677958,0.013810953794878855,69.55303192138672,-0.0033962066213355617,0.01727861053022101,30.57985496520996,0.006165800780462847,0.025020875039562837,123.9984130859375,-0.008815973442777007,0.015846730078228694,53.96857833862305,-0.0038400710903646108,0.023988304440002002,23.25,4.576253534843232,0.09,0.09,0.09,262.639,204.8,6.4,22680.693,0.0,0.0,0.0
10,2021-01-15,351.74334716796875,-0.007319368977975747,0.01090414013806151,62.35586929321289,0.0032217081764912133,0.025329274242895286,159.5748291015625,-0.007750230510014753,0.026181843062017342,58.01138687133789,-0.0034984317042304433,0.011263716197723742,35.69054412841797,-0.039670189011110045,0.0625284940038374,28.477380752563477,-0.01666710285684711,0.020343363672653023,108.44955444335938,0.0030825459091497883,0.012960373063353469,82.57054901123047,-0.013085325664049926,0.018866830102056847,68.56112670898438,-0.014363802759115455,0.021945302939652286,31.04979133605957,0.015250630410396628,0.02727364023991547,122.72698974609375,-0.010306474970216363,0.01777101917403005,54.49633026123047,0.009731370159006228,0.024494002865187055,24.34000015258789,4.581596179503342,0.09,0.09,0.1,262.639,204.8,6.4,22680.693,0.0,0.0,0.0
11,2021-01-18,351.74334716796875,0.0,0.008553248210315435,62.35586929321289,0.0,0.017880739867298857,159.5748291015625,0.0,0.018182462249510718,58.01138687133789,0.0,0.007324810757574194,35.69054412841797,0.0,0.06055871767979267,28.477380752563477,0.0,0.02008544385993676,108.44955444335938,0.0,0.012088113101501409,82.57054901123047,0.0,0.01886385219137051,68.56112670898438,0.0,0.021945302939652286,31.04979133605957,0.0,0.021352219975417912,122.72698974609375,0.0,0.015717049751869386,54.49633026123047,0.0,0.02263977995212871,24.34000015258789,0.0,0.09,0.09,0.1,262.639,204.8,6.4,22680.693,0.0,0.0,0.0
12,2021-01-19,354.5052795410156,0.00782145649201669,0.011588300155947558,63.48283004760742,0.017911674074674953,0.019384100959805327,160.47958374023438,0.005653770186676502,0.011523259627762341,57.75505065917969,-0.004428513765462154,0.007888416898826477,36.408538818359375,0.01991754670557598,0.05370733921126927,28.55101776123047,0.0025824694892618637,0.017457459954087654,109.26544952392578,0.00749510952591594,0.009122474558022118,82.84012603759766,0.003259490537226254,0.016392985111547156,68.7977294921875,0.003445034761528854,0.018296205596464502,30.844730377197266,-0.006626166693623859,0.02234035816986819,124.32583618164062,0.0129435374916029,0.01978873489923455,54.28868865966797,-0.0038174714825094497,0.022325274053303236,23.239999771118164,-4.6246171693304365,0.09,0.09,0.11,262.639,204.8,6.4,22680.693,0.0,0.0,0.0
13,2021-01-20,359.4111633300781,0.013743796101902725,0.017774921759543566,65.4789047241211,0.03095854910163493,0.03635630590146221,163.51126098632812,0.018715132131430928,0.021978129025417546,57.86112976074219,0.0018350222424569642,0.007956764012591376,36.542110443115234,0.0036619762915101723,0.053258138051585906,28.43135643005371,-0.004199948098786617,0.017944206658719573,109.86811065673828,0.0055004140100846565,0.010294177419820296,83.35135650634766,0.006152325901146764,0.01521859418566348,69.02523040771484,0.0033013530157666162,0.015511938800821442,31.485546112060547,0.02056266553313469,0.02715378658784307,126.79155731201172,0.019638626723077337,0.027150610240293735,54.608795166015625,0.0058790601416573544,0.012592940396096855,21.579999923706055,-7.410796584050646,0.09,0.08,0.1,262.639,204.8,6.4,22680.693,0.0,0.0,0.0
14,2021-01-21,359.73876953125,0.0009110929692512598,0.01744907921873127,65.71768188476562,0.003639994461095502,0.03609555088770637,164.27162170410156,0.004639425191349065,0.021536286288150013,57.66665267944336,-0.0033667618453713326,0.006822986920243397,35.3065071105957,-0.034398021984053194,0.056276696329128864,28.127628326416016,-0.010740327983037434,0.02043173207340503,109.3488998413086,-0.0047369662155699,0.010879897026042027,82.70067596435547,-0.007837108197008726,0.016766675436175587,68.01510620117188,-0.014742265321780008,0.021128663298074103,31.383018493652344,-0.0032616526222656187,0.02664487576668546,128.42893981933594,0.012831296787302944,0.028706731369496676,54.28868865966797,-0.005879060141657416,0.013356621952792514,21.31999969482422,-1.2121371311005351,0.09,0.09,0.09,262.639,204.8,6.4,22680.693,0.0,0.0,0.0
15,2021-01-22,358.4654846191406,-0.003545749663178108,0.0162317449468544,65.74632263183594,0.00043571999238508946,0.035954126915060725,163.71339416503906,-0.003403985249775556,0.02037971220865212,57.51639938354492,-0.0026089494666741804,0.006412545784967718,35.12282943725586,-0.005215953997960835,0.040256040908820546,27.925138473510742,-0.007225004056255386,0.013851499611651927,109.02439880371094,-0.0029719867626943823,0.01084909099108735,82.27310180664062,-0.005183552451466645,0.011694651489673219,67.68748474121094,-0.004828531190434878,0.016230104636680977,31.45992088317871,0.002447448469981909,0.02198539698801922,127.9377212524414,-0.003832161061725067,0.02706544767802206,54.36655044555664,0.001433189965940485,0.009260335755073597,21.90999984741211,2.7297561659488974,0.09,0.08,0.1,262.639,204.8,6.4,22680.693,0.0,0.0,0.0
